"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"2252","Montipora_capitata_HIv3___Scaffold_6_434354","Montipora_capitata_HIv3___TS.g20900.t2",0.880389604507479,0.00390346461738741,0.0707377370541407,154,-23.1,"2 22","473 496",22,"72.73%","72.73%"
"2253","Montipora_capitata_HIv3___Scaffold_4_288176","Montipora_capitata_HIv3___RNAseq.g3184.t1",0.910359878418471,0.00168183222368404,0.0543241039011224,172,-21.25,"2 23","658 683",23,"73.91%","86.96%"
"2254","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___RNAseq.g28338.t1",0.819589402895302,0.0127653524778266,0.109554728264498,161,-21.08,"2 22","552 574",20,"65.00%","80.00%"
"2255","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___TS.g19214.t1",-0.708681065059181,0.0490906006536519,0.198383708618258,157,-22.64,"2 21","363 382",19,"73.68%","78.95%"
"2256","Montipora_capitata_HIv3___Scaffold_2_66515","Montipora_capitata_HIv3___RNAseq.g17643.t1",0.875839228404105,0.00435059573914908,0.073363376940793,163,-24.37,"2 23","323 350",25,"72.00%","80.00%"
"2257","Montipora_capitata_HIv3___Scaffold_14_1007097","Montipora_capitata_HIv3___RNAseq.g44355.t1",0.764759047145365,0.0270728687034613,0.150822518204549,151,-21.22,"2 17","522 541",17,"76.47%","76.47%"
"2258","Montipora_capitata_HIv3___Scaffold_2_123667","Montipora_capitata_HIv3___RNAseq.g9728.t1",0.771803214952266,0.0248553214687383,0.145330276653618,179,-22.33,"2 24","299 323",22,"72.73%","86.36%"
"2259","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g12406.t2",0.856889337735256,0.00656353063174787,0.084917710149093,158,-21.71,"2 17","904 926",15,"80.00%","93.33%"
"2260","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g20544.t1",-0.718089156230813,0.0448363384240262,0.190077679977353,148,-26.25,"2 20","91 115",20,"65.00%","80.00%"
"2261","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g21844.t1",0.962328240944177,0.000129907934596207,0.030911882715324,160,-24.43,"2 23","169 191",21,"66.67%","80.95%"
"2262","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.g24153.t1",-0.727787795362345,0.0406923262907843,0.181694028693094,153,-20.7,"2 24","57 78",22,"72.73%","77.27%"
"2263","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g25122.t1",-0.866949537421292,0.00531634557662679,0.0785663689416203,145,-23.85,"2 10","790 808",8,"100.00%","100.00%"
"2264","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___TS.g35189.t1",0.945153381443115,0.000395686638835746,0.0377738083744633,154,-22.47,"2 23","250 270",21,"61.90%","80.95%"
"2265","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g1325.t1",0.858911976589186,0.00629919612201641,0.0837193789417233,158,-21.11,"2 19","89 111",17,"70.59%","82.35%"
"2266","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g4427.t1",0.865621651142606,0.00547139755947772,0.0793749259065959,157,-20.6,"2 23","548 573",23,"65.22%","73.91%"
"2267","Montipora_capitata_HIv3___Scaffold_2_123667","Montipora_capitata_HIv3___RNAseq.g33119.t1",0.860266726603629,0.00612601641592696,0.0828769140022963,170,-23.84,"2 24","941 967",24,"66.67%","83.33%"
"2268","Montipora_capitata_HIv3___Scaffold_6_434354","Montipora_capitata_HIv3___RNAseq.g15205.t1",0.923117997178945,0.00107159192991354,0.0478339034962098,161,-21.14,"2 18","630 652",16,"75.00%","87.50%"
"2269","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g21999.t1",0.839017176507033,0.00921113616626803,0.0962666266392683,171,-25.43,"2 23","46 72",24,"79.17%","83.33%"
"2270","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g21999.t1",-0.861080224850064,0.00602350630489356,0.0823406129320003,160,-26.81,"2 18","34 59",18,"77.78%","83.33%"
"2271","Montipora_capitata_HIv3___Scaffold_2_123667","Montipora_capitata_HIv3___RNAseq.g50115.t1",-0.814892464121923,0.0137367871148184,0.112910824559729,162,-20.79,"2 24","118 146",26,"61.54%","76.92%"
"2272","Montipora_capitata_HIv3___Scaffold_6_434354","Montipora_capitata_HIv3___RNAseq.g50115.t1",-0.945782990927716,0.000382399698827859,0.0373862819269156,165,-20.11,"2 18","170 192",16,"81.25%","87.50%"
"2273","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g22415.t1",0.788049047239699,0.0201802652400043,0.132853188964336,153,-20.35,"2 14","407 429",12,"83.33%","91.67%"
"2274","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g3587.t1",0.788594443567354,0.0200337248247301,0.13243889081038,142,-22.14,"2 19","85 108",17,"58.82%","70.59%"
"2275","Montipora_capitata_HIv3___Scaffold_4_288176","Montipora_capitata_HIv3___TS.g25619.t1",0.902236955520214,0.00216802481804786,0.0586060852573361,171,-22.35,"2 23","424 445",21,"76.19%","85.71%"
"2276","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g5041.t1",0.768533271964735,0.0258701537200357,0.147914917307879,160,-23.21,"2 23","271 293",21,"71.43%","76.19%"
"2277","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g28954.t1",0.720035617809305,0.0439851008057152,0.188349793235862,164,-24.15,"2 23","160 182",21,"71.43%","80.95%"
"2278","Montipora_capitata_HIv3___Scaffold_2_66515","Montipora_capitata_HIv3___TS.g20188.t1",0.780574891243384,0.0222560397669419,0.138486139992684,172,-20.32,"2 23","369 394",23,"78.26%","82.61%"
"2279","Montipora_capitata_HIv3___Scaffold_8_483169","Montipora_capitata_HIv3___TS.g20188.t1",0.899856913365688,0.00232594831061039,0.0598563278994826,162,-25.12,"2 22","244 270",24,"75.00%","79.17%"
"2280","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g31049.t1",-0.944322560459917,0.000413679151908316,0.0381552205984253,160,-24.53,"2 18","366 385",17,"76.47%","88.24%"
"2281","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g31049.t1",0.955302277203721,0.000215835182204751,0.0335660396323313,154,-20.16,"2 22","540 564",22,"68.18%","77.27%"
"2282","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g39201.t1",0.843675470390505,0.00846568349803657,0.0932311687543951,153,-23.2,"2 20","152 178",23,"65.22%","78.26%"
"2283","Montipora_capitata_HIv3___Scaffold_10_721713","Montipora_capitata_HIv3___TS.g5012.t1",-0.761359539592064,0.0281851997456897,0.153612868617174,146,-20.16,"2 19","658 678",17,"64.71%","70.59%"
"2284","Montipora_capitata_HIv3___Scaffold_11_817971","Montipora_capitata_HIv3___TS.g5012.t1",-0.761359539592064,0.0281851997456897,0.153612868617174,146,-20.16,"2 19","658 678",17,"64.71%","70.59%"
"2285","Montipora_capitata_HIv3___Scaffold_151_1064446","Montipora_capitata_HIv3___TS.g5012.t1",-0.761359539592064,0.0281851997456897,0.153612868617174,146,-20.16,"2 19","658 678",17,"64.71%","70.59%"
"2286","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g33151.t1",0.80095285339134,0.0168894361937275,0.123019716843206,153,-20.95,"2 23","173 194",22,"68.18%","77.27%"
"2287","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g25970.t1",0.770629706163409,0.0252166322518583,0.146282068953981,148,-20.94,"2 21","211 237",23,"65.22%","78.26%"
"2288","Montipora_capitata_HIv3___Scaffold_2_123667","Montipora_capitata_HIv3___RNAseq.g36531.t1",0.973581289097856,4.51886888434444e-05,0.0268416140267532,172,-22.78,"2 22","802 827",21,"76.19%","85.71%"
"2289","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g17849.t1",-0.897982913706932,0.00245540518373015,0.0608805876890853,152,-22.97,"2 18","299 319",18,"66.67%","83.33%"
"2290","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g43132.t1",0.941737524234599,0.000473078894763264,0.039058932568564,164,-22.79,"2 20","926 951",21,"80.95%","80.95%"
"2291","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___TS.g38789.t1",-0.836119796942319,0.00969513225031364,0.0981767967681123,148,-20.95,"2 13","466 489",11,"81.82%","90.91%"
"2292","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___RNAseq.g49618.t1",0.852446408183694,0.00716880138009402,0.0876220260664459,145,-20.43,"2 10","395 416",8,"100.00%","100.00%"
"2293","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.g11835.t1",0.719394574062896,0.0442643561114264,0.188934406003315,161,-25.98,"2 19","556 578",20,"70.00%","85.00%"
"2294","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___RNAseq.g9768.t1",0.814992915399766,0.0137155402396078,0.112831072583837,163,-20.06,"2 17","1 20",17,"82.35%","88.24%"
"2295","Montipora_capitata_HIv3___Scaffold_11_832609","Montipora_capitata_HIv3___RNAseq.g41936.t1",0.831155938706515,0.0105612511756715,0.101514674287558,146,-20.74,"2 22","149 169",20,"65.00%","70.00%"
"2296","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___TS.g1723.t1",0.826604723644954,0.0113970760932374,0.104722396606635,153,-21.32,"2 23","749 775",24,"58.33%","75.00%"
"2297","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___TS.g40290.t1b",0.849206724927101,0.00763185354777533,0.0896902194204235,155,-22.23,"2 22","434 459",23,"65.22%","78.26%"
"2298","Montipora_capitata_HIv3___Scaffold_2_66515","Montipora_capitata_HIv3___RNAseq.g565.t2",-0.799736838625232,0.017184023029242,0.123971920590237,160,-20.22,"2 23","702 724",21,"66.67%","80.95%"
"2299","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g8730.t1a",0.721765882169307,0.0432366844909042,0.186852715045403,159,-20.42,"2 22","159 180",20,"70.00%","80.00%"
"2300","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g33406.t1",0.888078968295616,0.00321727774165441,0.0662447675950496,172,-20.89,"2 23","821 843",21,"76.19%","85.71%"
"2301","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g18954.t2",-0.835823287874794,0.00974555303740862,0.0983762847923123,150,-21.15,"2 15","56 74",13,"76.92%","84.62%"
"2302","Montipora_capitata_HIv3___Scaffold_11_832609","Montipora_capitata_HIv3___RNAseq.g14841.t2",0.790061076314375,0.0196429576925462,0.131315963690302,148,-20.93,"2 22","558 581",21,"66.67%","66.67%"
"2303","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g14841.t2",0.773405164912779,0.0243672992650534,0.144139801506828,166,-21.87,"2 19","627 649",17,"76.47%","88.24%"
"2304","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___TS.g10151.t1",0.896695537477044,0.00254698721608495,0.0615502627448441,140,-21.22,"2 9","621 644",7,"100.00%","100.00%"
"2305","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___RNAseq.g49223.t1",0.722624112469037,0.042868343529033,0.186153454226445,150,-20.18,"2 15","707 729",13,"76.92%","84.62%"
"2306","Montipora_capitata_HIv3___Scaffold_2_66515","Montipora_capitata_HIv3___RNAseq.g28095.t1",0.722991486521913,0.0427112546478557,0.185813259043922,165,-25.66,"2 23","856 880",22,"68.18%","81.82%"
"2307","Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___RNAseq.g48728.t1",-0.786738040382292,0.0205352422632033,0.13383385198104,158,-23.81,"2 21","461 485",22,"72.73%","77.27%"
"2308","Montipora_capitata_HIv3___Scaffold_14_1007097","Montipora_capitata_HIv3___RNAseq.g22024.t1",-0.747447449850172,0.0330285999022077,0.164956890343114,166,-26.25,"2 15","886 903",13,"92.31%","100.00%"
"2309","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___RNAseq.g34447.t1",-0.884574562458651,0.00351940658438703,0.0683230117247786,170,-24.2,"2 22","105 127",21,"80.95%","85.71%"
"2310","Montipora_capitata_HIv3___Scaffold_10_638801","Montipora_capitata_HIv3___RNAseq.g18764.t1",0.783177652588598,0.0215188161482795,0.136544942242972,150,-25.09,"2 11","299 322",9,"100.00%","100.00%"
"2311","Montipora_capitata_HIv3___Scaffold_2_86747","Montipora_capitata_HIv3___RNAseq.g18764.t1",0.783177652588598,0.0215188161482795,0.136544942242972,150,-25.09,"2 11","299 322",9,"100.00%","100.00%"
"2312","Montipora_capitata_HIv3___Scaffold_5_319191","Montipora_capitata_HIv3___RNAseq.g18764.t1",0.783177652588598,0.0215188161482795,0.136544942242972,150,-25.09,"2 11","299 322",9,"100.00%","100.00%"
"2313","Montipora_capitata_HIv3___Scaffold_6_415143","Montipora_capitata_HIv3___RNAseq.g18764.t1",0.783177652588598,0.0215188161482795,0.136544942242972,150,-25.09,"2 11","299 322",9,"100.00%","100.00%"
"2314","Montipora_capitata_HIv3___Scaffold_8_580085","Montipora_capitata_HIv3___RNAseq.g44694.t1",0.845204076144089,0.00822973066572185,0.0922401304781646,154,-20.16,"2 16","673 697",15,"80.00%","86.67%"
"2315","Montipora_capitata_HIv3___Scaffold_10_659884","Montipora_capitata_HIv3___RNAseq.g28023.t1",0.769904726873388,0.0254414603852084,0.146863101154474,149,-21.35,"2 15","951 976",15,"80.00%","80.00%"
"2316","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g28023.t1",0.706942366883833,0.0499023678275415,0.199935278003953,168,-28.19,"2 23","418 440",21,"76.19%","80.95%"
"2317","Montipora_capitata_HIv3___Scaffold_11_832609","Montipora_capitata_HIv3___RNAseq.g8706.t1",-0.79546834197139,0.0182434780885851,0.127168746195267,143,-21.44,"2 22","757 778",20,"65.00%","65.00%"
"2318","Montipora_capitata_HIv3___Scaffold_2_66515","Montipora_capitata_HIv3___RNAseq.g3429.t1",0.718047028661866,0.0448548710463176,0.190098790433435,163,-20.2,"2 21","247 271",20,"75.00%","80.00%"
"2319","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g34550.t1",-0.943961961407672,0.00042165266986897,0.0382442815448871,149,-21.64,"2 18","322 340",16,"56.25%","87.50%"
"2320","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g34695.t1",0.831774830675026,0.0104506926880728,0.101113062422073,170,-23.1,"2 20","906 930",19,"73.68%","94.74%"
"2321","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g38338.t1",-0.927846627435135,0.00088900999331438,0.0456831659518956,148,-21.25,"2 13","595 613",11,"81.82%","90.91%"
"2322","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g15008.t1",-0.864059615127504,0.00565746548568133,0.0803831110955329,141,-21.9,"2 23","484 506",22,"59.09%","77.27%"
"2323","Montipora_capitata_HIv3___Scaffold_11_832609","Montipora_capitata_HIv3___RNAseq.g35363.t1",0.851398649579315,0.00731653772830566,0.0883064835704964,147,-22.03,"2 18","432 453",16,"75.00%","75.00%"
"2324","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g40125.t1",0.852734278622175,0.00712854737500032,0.0874128257633342,183,-29.95,"2 21","373 396",20,"90.00%","90.00%"
"2325","Montipora_capitata_HIv3___Scaffold_8_571913","Montipora_capitata_HIv3___RNAseq.g15364.t1",0.723871425059328,0.0423364134223858,0.185035136550783,164,-22.87,"2 23","119 148",27,"70.37%","74.07%"
"2326","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___RNAseq.g30153.t1",-0.847315260808695,0.0079108021988757,0.0909592167075203,141,-20.35,"2 10","670 692",8,"87.50%","100.00%"
"2327","Montipora_capitata_HIv3___Scaffold_2_123667","Montipora_capitata_HIv3___RNAseq.g49776.t1",0.86861204828773,0.00512623301996934,0.0774888172290647,169,-20.91,"2 23","770 797",24,"70.83%","79.17%"
"2328","Montipora_capitata_HIv3___Scaffold_8_571913","Montipora_capitata_HIv3___RNAseq.g44517.t1",0.831062987842377,0.0105779195773119,0.101572749449147,168,-23.61,"2 22","10 36",23,"65.22%","86.96%"
"2329","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g8088.t1",0.777695253603108,0.0230897471784583,0.140756119431056,148,-20.05,"2 23","896 924",26,"57.69%","73.08%"
"2330","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g39265.t1",-0.932137908285802,0.000742080905159929,0.0436384543609443,152,-22.97,"2 18","299 319",18,"66.67%","83.33%"
"2331","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g39142.t1",-0.717620452703063,0.0450427897885887,0.19047381519633,146,-22.53,"2 16","89 108",15,"66.67%","86.67%"
"2332","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___TS.g28384.t1a",-0.731063555505981,0.0393474186777815,0.178941690725617,150,-23.88,"2 11","27 50",9,"100.00%","100.00%"
"2333","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g37392.t1",0.873439151326579,0.00459913511392231,0.0747038578379299,156,-22.48,"2 23","617 643",24,"66.67%","75.00%"
"2334","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g21826.t1",0.813459650118318,0.0140421066452924,0.113929695280461,158,-21.52,"2 23","199 220",21,"71.43%","80.95%"
"2335","Montipora_capitata_HIv3___Scaffold_5_361076","Montipora_capitata_HIv3___RNAseq.g15822.t1",-0.751833592416615,0.0314505718191078,0.161335400650318,169,-26.14,"2 18","350 368",16,"81.25%","93.75%"
"2336","Montipora_capitata_HIv3___Scaffold_10_721713","Montipora_capitata_HIv3___RNAseq.g50275.t1",0.760042638650534,0.0286235362203153,0.154645898766853,143,-21.6,"2 17","639 660",16,"56.25%","87.50%"
"2337","Montipora_capitata_HIv3___Scaffold_11_817971","Montipora_capitata_HIv3___RNAseq.g50275.t1",0.760042638650534,0.0286235362203153,0.154645898766853,143,-21.6,"2 17","639 660",16,"56.25%","87.50%"
"2338","Montipora_capitata_HIv3___Scaffold_151_1064446","Montipora_capitata_HIv3___RNAseq.g50275.t1",0.760042638650534,0.0286235362203153,0.154645898766853,143,-21.6,"2 17","639 660",16,"56.25%","87.50%"
"2339","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___TS.g10193.t1",0.9283084383766,0.000872358817658623,0.0454466683259998,145,-23.26,"2 10","260 283",8,"100.00%","100.00%"
"2340","Montipora_capitata_HIv3___Scaffold_14_981912","Montipora_capitata_HIv3___RNAseq.g12051.t1",0.78458749003317,0.0211259150544571,0.135461100918207,171,-23.87,"2 22","246 269",20,"75.00%","90.00%"
"2341","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g20688.t1",0.942088154467186,0.000464713786677015,0.0389336230984721,177,-27.86,"2 23","316 340",22,"72.73%","90.91%"
"2342","Montipora_capitata_HIv3___Scaffold_10_659884","Montipora_capitata_HIv3___RNAseq.g23045.t1",0.769390779377602,0.0256015925885274,0.147248678458009,163,-20.11,"2 18","825 847",16,"81.25%","93.75%"
"2343","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g2923.t1a",-0.891099599985878,0.00297074353771443,0.0645089156289959,152,-20.53,"2 20","929 950",19,"73.68%","78.95%"
"2344","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___RNAseq.g2923.t1a",-0.891099599985878,0.00297074353771443,0.0645089156289959,157,-22.14,"2 21","391 413",21,"71.43%","80.95%"
"2345","Montipora_capitata_HIv3___Scaffold_6_434354","Montipora_capitata_HIv3___RNAseq.g33009.t1",0.89202036369442,0.0028981043660386,0.0639918714152233,140,-20.14,"2 9","875 897",7,"100.00%","100.00%"
"2346","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g15647.t1",0.923058697519383,0.00107402433694286,0.0478436490865416,164,-20.83,"2 22","373 397",22,"68.18%","81.82%"
"2347","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g46894.t1",0.859825974307728,0.00618201951974212,0.0831563571882746,162,-23.94,"2 22","369 391",21,"71.43%","85.71%"
"2348","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___RNAseq.g42795.t1",0.814347180975873,0.0138524839351403,0.113319486911516,151,-22.57,"2 22","500 528",26,"65.38%","69.23%"
"2349","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___RNAseq.g519.t1",0.907131146605046,0.0018655175685077,0.0560157951956425,145,-21.08,"2 10","366 387",8,"100.00%","100.00%"
"2350","Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___RNAseq.g26038.t1",0.8556775311463,0.00672524127762277,0.0856762479956613,180,-26.8,"2 21","596 617",19,"84.21%","89.47%"
"2351","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___TS.g3734.t1",0.745242772855727,0.0338397366269995,0.16681356512703,163,-21.41,"2 22","221 242",20,"70.00%","85.00%"
"2352","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___RNAseq.g16715.t1",0.72313153896949,0.0426514602944974,0.185695994707787,165,-24.47,"2 22","135 157",20,"70.00%","80.00%"
"2353","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___RNAseq.g30623.t1",0.735863428604626,0.0374261919085307,0.174788821774249,174,-20.59,"2 19","621 643",17,"82.35%","94.12%"
"2354","Montipora_capitata_HIv3___Scaffold_8_503091","Montipora_capitata_HIv3___RNAseq.g23418.t1",-0.758904596876512,0.0290057011364281,0.155560287990331,155,-21.54,"2 22","852 878",23,"65.22%","78.26%"
"2355","Montipora_capitata_HIv3___Scaffold_10_638801","Montipora_capitata_HIv3___RNAseq.g10259.t1",0.874198221483958,0.00451956877557806,0.0742786652634603,153,-21.62,"2 23","37 61",22,"59.09%","77.27%"
"2356","Montipora_capitata_HIv3___Scaffold_2_86747","Montipora_capitata_HIv3___RNAseq.g10259.t1",0.874198221483958,0.00451956877557806,0.0742786652634603,153,-21.62,"2 23","37 61",22,"59.09%","77.27%"
"2357","Montipora_capitata_HIv3___Scaffold_5_319191","Montipora_capitata_HIv3___RNAseq.g10259.t1",0.874198221483958,0.00451956877557806,0.0742786652634603,153,-21.62,"2 23","37 61",22,"59.09%","77.27%"
"2358","Montipora_capitata_HIv3___Scaffold_6_415143","Montipora_capitata_HIv3___RNAseq.g10259.t1",0.874198221483958,0.00451956877557806,0.0742786652634603,153,-21.62,"2 23","37 61",22,"59.09%","77.27%"
"2359","Montipora_capitata_HIv3___Scaffold_8_580085","Montipora_capitata_HIv3___RNAseq.g10259.t1",0.849107925854987,0.00764626641287332,0.0897544592919036,160,-20.15,"2 22","631 657",23,"69.57%","73.91%"
"2360","Montipora_capitata_HIv3___Scaffold_8_580085","Montipora_capitata_HIv3___RNAseq.g22449.t1",0.927209356016778,0.000912326853796313,0.0459802863817153,155,-20.02,"2 23","361 385",23,"69.57%","73.91%"
"2361","Montipora_capitata_HIv3___Scaffold_14_1007097","Montipora_capitata_HIv3___RNAseq.g50023.t1",0.907752637673042,0.00182919562729218,0.0556664477219055,165,-28.18,"2 14","568 585",12,"100.00%","100.00%"
"2362","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___TS.g5067.t3",0.901941865988732,0.00218721488636828,0.0587584073849148,164,-20.04,"2 22","663 687",22,"72.73%","77.27%"
"2363","Montipora_capitata_HIv3___Scaffold_11_832609","Montipora_capitata_HIv3___TS.g45691.t1",-0.801250298173848,0.0168178635975521,0.122812269309428,162,-21.73,"2 19","203 225",17,"76.47%","82.35%"
"2364","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g35648.t1",0.859304440475581,0.00624870885186897,0.0834616210164301,161,-20.17,"2 22","51 73",21,"71.43%","85.71%"
"2365","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g15231.t1",0.82062437532399,0.0125573092229623,0.108827402489784,158,-20.2,"2 20","973 998",20,"65.00%","85.00%"
"2366","Montipora_capitata_HIv3___Scaffold_2_66515","Montipora_capitata_HIv3___RNAseq.g49849.t1",0.81355005653797,0.014022716857308,0.11386133604193,153,-20.16,"2 23","498 524",24,"62.50%","70.83%"
"2367","Montipora_capitata_HIv3___Scaffold_2_66515","Montipora_capitata_HIv3___RNAseq.g19926.t1",0.766771106818832,0.0264274930642598,0.14925678920757,155,-20.66,"2 21","272 297",21,"66.67%","76.19%"
"2368","Montipora_capitata_HIv3___Scaffold_8_483169","Montipora_capitata_HIv3___RNAseq.g12144.t1",0.736945869721828,0.0370010017743667,0.173829612858732,159,-24.01,"2 20","2 24",18,"72.22%","77.78%"
"2369","Montipora_capitata_HIv3___Scaffold_8_483169","Montipora_capitata_HIv3___TS.g47232.t1",-0.852853791812647,0.00711187788808475,0.0873450764661109,146,-20.42,"2 21","858 879",19,"68.42%","68.42%"
"2370","Montipora_capitata_HIv3___Scaffold_8_483169","Montipora_capitata_HIv3___TS.g47232.t1",-0.852853791812647,0.00711187788808475,0.0873450764661109,147,-21.06,"2 21","936 959",20,"65.00%","70.00%"
"2371","Montipora_capitata_HIv3___Scaffold_11_779141","Montipora_capitata_HIv3___RNAseq.g38823.t1",-0.920836202601712,0.00116780728543899,0.0489774477842445,158,-20.69,"2 24","76 96",22,"63.64%","81.82%"
"2372","Montipora_capitata_HIv3___Scaffold_11_787538","Montipora_capitata_HIv3___RNAseq.g38823.t1",-0.920836202601712,0.00116780728543899,0.0489774477842445,158,-20.69,"2 24","76 96",22,"63.64%","81.82%"
"2373","Montipora_capitata_HIv3___Scaffold_11_807462","Montipora_capitata_HIv3___RNAseq.g38823.t1",-0.920836202601712,0.00116780728543899,0.0489774477842445,158,-20.69,"2 24","76 96",22,"63.64%","81.82%"
"2374","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g21442.t1",0.967322899838558,8.51070679581972e-05,0.0288812966155878,148,-20.21,"2 23","332 360",26,"61.54%","69.23%"
"2375","Montipora_capitata_HIv3___Scaffold_1_4143","Montipora_capitata_HIv3___RNAseq.g25329.t1",-0.842026314447266,0.00872502372355557,0.0943173647507134,175,-22.5,"2 20","817 839",18,"77.78%","94.44%"
"2376","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___TS.g47230.t2",-0.921907995457047,0.00112194094517253,0.0483712141129604,160,-23.15,"2 24","648 672",23,"65.22%","82.61%"
